requirement_id,test_id,priority,test_level,domain,persona,quality_characteristic,test_type,precondition,steps,expected_result,is_negative,automation,test_file_path,implementation_status,test_basis,notes,created_at
440,T-USER-001,P1,api,user,P1,機能適切性,正常系,Firebase認証完了直後の新規ユーザーが POST /api/v1/user/auth/register 済みで、IDトークンを保持している,1. GET /api/v1/user/profile をリクエストする<br>2. レスポンスを確認する,"HTTP 200 が返り、data.userId、data.name、data.role、data.plan がすべて含まれること。plan が ""FREE"" であること",false,Vitest,apps/web/__tests__/api/v1/user.test.ts,実装済み,apps/web/lib/api/server/v1/user.ts (GET /profile),新規登録直後のプロフィール取得で plan フィールドが正しく返却されることを確認,2026-06-25
440,T-USER-002,P1,api,user,P1,使用性,境界値,Firebase認証済みのユーザーが POST /api/v1/user/auth/register 済み,"1. PATCH /api/v1/user/profile をリクエストする (body: {name: ""a"".repeat(50)})<br>2. レスポンスを確認する",HTTP 200 が返り、data.name が50文字の文字列として更新されていること,false,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,packages/shared-types/src/schemas/userProfileSchema.ts (max 50)<br>apps/web/lib/api/server/entities/UserEntity.ts (name setter: length > 50),ユーザー名の上限境界値（50文字）が正常に受け付けられることを確認。51文字の境界値超過は既存テストでカバー済み,2026-06-25
440,T-USER-003,P2,api,user,P1,機能適切性,正常系,role=USER、plan=FREE のユーザーが認証済み,1. GET /api/v1/user/plan/histories をリクエストする<br>2. レスポンスを確認する,"HTTP 200 が返り、data 配列に1件の履歴が含まれ、最初のレコードの plan が ""FREE"" であること",false,Vitest,apps/web/__tests__/api/v1/user.test.ts,実装済み,apps/web/lib/api/server/v1/user.ts (GET /plan/histories),新規登録直後はFREEプランの初期履歴が1件存在することを確認。プラン変更案内の起点となるUI要素の前提データ確認も兼ねる,2026-06-25
440,T-USER-004,P1,api,user,P3,セキュリティ,異常系,role=USER plan=FREE で認証済みユーザーを用意する,1. PATCH /api/v1/user/profile へ以下のbodyを送信する<br>2. body: {name: 'a'.repeat(10000)},HTTP 400 または HTTP 422 / errorCode: VALIDATION_ERROR / nameフィールドの上限50文字違反エラー,true,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,packages/shared-types/src/schemas/userProfileSchema.ts:UserProfilePatchRequestSchema,Zodスキーマでmax(50)が設定されているが、超長文字列がDBレイヤーまで到達しないことをAPIレベルで確認する,2026-06-25
440,T-USER-005,P1,api,user,P3,セキュリティ,異常系,role=GUEST で認証済みゲストユーザーを用意する,1. PATCH /api/v1/user/profile へゲストトークンで送信する<br>2. body: {isProfilePublic: true},HTTP 400 または HTTP 403 / errorCode: INVALID_REQUEST / ゲストはプロフィール公開不可のエラーメッセージが返る,true,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,apps/web/lib/api/server/v1/user.ts:user.patch('/profile'),ゲストアカウントがisProfilePublic=trueを設定しようとする攻撃シナリオ。他ユーザーにゲストのデータが見えることを防ぐ,2026-06-25
440,T-USER-006,P1,api,user,P3,セキュリティ,異常系,role=USER plan=FREE で認証済みユーザーを用意する（userIdをfollowerIdとする）,1. POST /api/v1/user/{自分のuserId}/follow へ自分のトークンで送信する,HTTP 400 または HTTP 422 / errorCode: INVALID_REQUEST / 自己フォロー不可のエラーメッセージが返る,true,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,apps/web/lib/api/server/services/UserFollowService.ts:followUser,UserFollowService内でfollowerId === followingIdのチェックがあるが、APIレベルで確認する,2026-06-25
440,T-USER-007,P0,api,user,P4,信頼性,正常系,"role=USER, status=ACTIVE のユーザーが存在し、MAuthProvider.isActive=true のレコードが存在する","1. POST /api/v1/user/auth/quit を body={quitReason: ""テスト退会""} でユーザーの認証トークンを付けて呼び出す<br>2. HTTP 200 を確認する<br>3. DB の MUser テーブルの status カラムを確認する<br>4. DB の MAuthProvider テーブルの isActive カラムを確認する<br>5. DB の TUserQuit テーブルにレコードが存在するか確認する",HTTP 200 (recoveryCode が含まれる)<br>MUser.status = INACTIVE<br>MAuthProvider.isActive = false<br>TUserQuit テーブルに status=QUIT のレコードが1件INSERTされている,false,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,apps/web/lib/api/server/services/UserQuitService.ts:quitUser<br>packages/database/prisma/schema.prisma:TUserQuit,"退会処理はトランザクション内で実行される。3つのDB操作(TUserQuit作成, MUser非活性化, MAuthProvider非活性化)が全て完了しているか確認する",2026-06-25
440,T-USER-008,P1,api,user,P4,信頼性,正常系,"一度退会処理済みのユーザー(status=INACTIVE)が存在する<br>TUserQuit.status=QUIT, TUserQuit.recoveryCode が既知","1. POST /api/v1/user/auth/recover を body={recoveryCode: ""<正しい復帰コード>""} で元の認証トークンを使って呼び出す<br>2. HTTP 200 を確認する<br>3. DB の MUser.status を確認する<br>4. DB の MAuthProvider.isActive を確認する<br>5. DB の TUserQuit.status を確認する",HTTP 200<br>MUser.status = ACTIVE<br>MAuthProvider.isActive = true<br>TUserQuit.status = RECOVERED,false,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,apps/web/lib/api/server/services/UserQuitService.ts:recoverUser<br>packages/database/prisma/schema.prisma:TUserQuit,"復帰処理では activateUser, activateByUserId, updateStatus(RECOVERED) の3操作が行われる。全てのDBレコードが正しく更新されているか確認する",2026-06-25
440,T-USER-009,P0,api,user,P6,機能適切性,回帰,"role=USER, plan=FREE, ユーザー登録済み",1. GET /api/v1/user/profile にBearerトークン付きでリクエスト<br>2. レスポンスの全フィールドを確認,"HTTP 200、レスポンスに userId, name, notificationEmail, isProfilePublic, role, plan が含まれる。plan フィールドが今回追加前と同様に正しく返る",false,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,"apps/web/lib/api/server/v1/user.ts, packages/shared-types/src/common/ApiIO.ts",UserEntity コンストラクタが plan 引数を必須化した変更による既存 GET /profile への影響を確認する,2026-06-25
440,T-USER-010,P0,api,user,P6,機能適切性,回帰,"role=USER, plan=FREE, ユーザー登録済み",1. PATCH /api/v1/user/profile にBearerトークンと body: {name: '更新後名前'} でリクエスト<br>2. レスポンスの全フィールドを確認,HTTP 200、レスポンスに name:'更新後名前' が含まれ、plan フィールドも引き続き正しく返る（プロフィール更新が plan 追加後も壊れていない）,false,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,"apps/web/lib/api/server/v1/user.ts, apps/web/lib/api/server/repositories/PrismaUserRepository.ts",PrismaUserRepository.updateUser が USER_SELECT（planHistories join含む）を使うよう変更された後、既存の PATCH /profile が正常動作するか確認,2026-06-25
